DescricaoObraServico,CodigoObraServico,ValorObra,NomeOrgao,CidadeSedeOrgao,TipoSituacaoObra,AndamentoObraServico,NomeCredor,TipoIntervencao,TipoSetorBeneficiario,TipoRegimeExecução,TipoObraServico,TipoAcaoEngenharia,TipoCategoriaObraServico,Latitude,Longitude,CidadeObra,Populacao,CodigoIBGE,DataColeta
CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL PARA A PAVIMENTAÇÃO COM PARALELEPÍPEDOS E DRENAGEM SUPERFICIAL DAS RUAS EDITE DE OLIVEIRA MEDEIROS E JOAQUINA MARIA DE ARAÚJO,337.009.2021,81572.09,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,,JUDSON G. DA SILVA SERVIÇOS E CONSTRUÇÕES EIRELLI,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA NÃO PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.42548,-36.63981,ACARI,11035,2400109,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL PARA A REFORMA DA PRAÇA CIPRIANO PEREIRA, NO MUNICÍPIO DE ACARI/RN",337.007.2021,331614.4,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,,LIME ENGENHARIA E CONSTRUÇÃO CIVIL LTDA,OUTROS,OUTRO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.43798,-36.63891,ACARI,11035,2400109,2021-07-23 19:06:31
"PAVIMENTACAO COM PARALELEPIPEDOS DAS RUAS VICENTE DE MOURA, RUA DES. SILVINO BEZERRA (TRECHOS 1, 2 E 3) E COMPLEMENTO DA RUA JOAO SOARES DE MEDEIROS, EM ACARI/RN.",337.004.2021,192830.92,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.44556,-36.63922,ACARI,11035,2400109,2021-07-23 19:06:31
"PAVIMENTACAO COM PARALELEPIPEDOS DAS RUAS VICENTE DE MOURA, RUA DES. SILVINO BEZERRA (TRECHOS 1, 2 E 3) E COMPLEMENTO DA RUA JOAO SOARES DE MEDEIROS, EM ACARI/RN.",337.004.2021,192830.92,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,,CONCREALL COMERCIALIZAÇÃO EIRELI EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.43581,-36.64618,ACARI,11035,2400109,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL PARA PAVIMENTAÇÃO COM PARALELEPÍPEDOS E DRENAGEM SUPERFICIAL DAS RUAS NELSON FELICIANO, ENEAS PIRES GALVÃO, FRANCISCO MEIRA E SÁ, DR. SILVINO BEZERRA FILHO E TRAVESSA PROFESSORA NATÁLIA ALVES DANTAS, EM ACARI/RN",337.005.2021,234294.66,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,,JUDSON G. DA SILVA SERVIÇOS E CONSTRUÇÕES EIRELLI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.42951,-36.64194,ACARI,11035,2400109,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE CONSTRUÇÃO CIVIL PARA PAVIMENTAÇÃO COM PARALELEPÍPEDOS E DRENAGEM SUPERFICIAL DAS RUAS NELSON FELICIANO, ENEAS PIRES GALVÃO, FRANCISCO MEIRA E SÁ, DR. SILVINO BEZERRA FILHO E TRAVESSA PROFESSORA NATÁLIA ALVES DANTAS, EM ACARI/RN",337.005.2021,234294.66,PREFEITURA MUNICIPAL DE ACARI,ACARI,CADASTRADA,,JUDSON G. DA SILVA SERVIÇOS E CONSTRUÇÕES EIRELLI,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.43002,-36.64183,ACARI,11035,2400109,2021-07-23 19:06:31
FINALIZAÇÃO DA IMPLANTAÇÃO DO PARQUE DE EXPOSIÇÃO,346.001.2021,,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,,CONSTRUÇÃO,OUTRO,EXECUÇÃO INDIRETA,PARQUE DE EXPOSIÇÃO,OBRA,PRÉDIOS PÚBLICOS,-5.58466,-36.95366,ASSU,53227,2400208,2021-07-23 19:06:31
FINALIZAÇÃO DA IMPLANTAÇÃO DO PARQUE DE EXPOSIÇÃO,346.001.2021,,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,,CONSTRUÇÃO,OUTRO,EXECUÇÃO INDIRETA,PARQUE DE EXPOSIÇÃO,OBRA,PRÉDIOS PÚBLICOS,-5.58466,-36.95366,ASSU,53227,2400208,2021-07-23 19:06:31
PRAÇA BERNARDO VIEIRA (SÃO JOÃO),346.002.2021,238567.31,PREFEITURA MUNICIPAL DE ASSU,ASSU,INICIADA,DE ACORDO COM O CRONOGRAMA,"ENGPAC ENGENHARIA DE AVALIAÇÕES, PERÍCIAS E CONSTRUÇÕES LTDA – EPP",CONSTRUÇÃO,URBANIZAÇÃO E HABITAÇÃO,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-5.57751,-36.90583,ASSU,53227,2400208,2021-07-23 19:06:31
PROJETO INTEGRADO (LOTE 2) PAVIMENTAÇÃO 03 BAIRROS,346.003.2021,244383.21,PREFEITURA MUNICIPAL DE ASSU,ASSU,INICIADA,,ALFA ÔMEGA CONSTRUÇÕES LTDA - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.57178,-36.9147,ASSU,53227,2400208,2021-07-23 19:06:31
PROJETO INTEGRADO (LOTE 2) PAVIMENTAÇÃO 03 BAIRROS,346.003.2021,244383.21,PREFEITURA MUNICIPAL DE ASSU,ASSU,INICIADA,,ALFA ÔMEGA CONSTRUÇÕES LTDA - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.5734,-36.92309,ASSU,53227,2400208,2021-07-23 19:06:31
PROJETO INTEGRADO (LOTE 2) PAVIMENTAÇÃO 03 BAIRROS,346.003.2021,244383.21,PREFEITURA MUNICIPAL DE ASSU,ASSU,INICIADA,,ALFA ÔMEGA CONSTRUÇÕES LTDA - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.57695,-36.90533,ASSU,53227,2400208,2021-07-23 19:06:31
"PAVIMENTAÇÃO RUA MADRE CRISTINA, FRUTILANDIA",346.007.2021,257953.01,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,CLPT CONSTRUTORA EIRELI - EPP,PAVIMENTAÇÃO ASFÁLTICA,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.58704,-36.91591,ASSU,53227,2400208,2021-07-23 19:06:31
PAVIMENTAÇÃO RUA PROJETADA - BAIRRO DOM ELIZEU,346.008.2021,70370.42,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,S. B. DA SILVA COMERCIO E SERVIÇOS - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.57717,-36.91819,ASSU,53227,2400208,2021-07-23 19:06:31
EXECUÇÃO DE OBRAS DE COMPLEMENTAÇÃO NO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE ASSU/RN.,008.016.2021,9202387.68,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,,HL ENGENHARIA LTDA,AMPLIAÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,SISTEMA DE ESGOTAMENTO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-5.55158,-36.91171,NATAL,803739,2400208,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA/ARQUITETURA PARA EXECUÇÃO DE SERVIÇO, COM FORNECIMENTO DE MATERIAL, RELATIVOS À MANUTENÇÃO PREVENTIVA E CORRETIVA EM QUADROS DE COMANDO, BOMBAS, MOTORES E TRANSFORMADORES NOS SISTEMAS DE PRODUÇÃO E DISTRIBUIÇÃO DE ÁGUA DA REGIONAL SERTÃO CENTRAL CABUGI - RSC.",008.026.2021,138356.93,COMPANHIA DE ÁGUAS E ESGOTOS DO RN,NATAL,CADASTRADA,,ELETROBIRA COMERCIO & SERVIÇOS LTDA - ME,MANUTENÇÃO,RECURSOS HÍDRICOS E SANEAMENTO,EXECUÇÃO INDIRETA,"MANUTENÇÃO (EX: GASODUTOS, ILUMINAÇÃO PÚBLICA, SINALIZAÇÃO VIÁRIA, ETC)",SERVIÇO DE ENGENHARIA,SERVIÇOS DE ENGENHARIA,-5.46157,-36.91997,NATAL,803739,2400208,2021-07-23 19:06:31
CONCLUSÃO DO CREAS,,208947.2,PREFEITURA MUNICIPAL DE ASSU,ASSU,PENDENTE DE ENVIO,,S. B. DA SILVA COMERCIO E SERVIÇOS - ME,MANUTENÇÃO,ASSISTÊNCIA SOCIAL,EXECUÇÃO INDIRETA,CENTRO DE REFERÊNCIA ESPECIALIZADO DE ASSISTÊNCIA SOCIAL (CREAS),OBRA,ASSISTÊNCIA SOCIAL,-5.58259,-36.91342,ASSU,53227,2400208,2021-07-23 19:06:31
PAVIMENTAÇÃO NA ZONA RURAL DE ASSU LOTE 01,346.004.2021,490800.05,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,S. B. DA SILVA COMERCIO E SERVIÇOS - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.49523,-36.91085,ASSU,53227,2400208,2021-07-23 19:06:31
PAVIMENTAÇÃO NA ZONA RURAL DE ASSU LOTE 02,346.005.2021,399834.04,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,S. B. DA SILVA COMERCIO E SERVIÇOS - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.42378,-36.88735,ASSU,53227,2400208,2021-07-23 19:06:31
PAVIMENTAÇÃO NA ZONA RURAL DE ASSU LOTE 02,346.005.2021,399834.04,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,S. B. DA SILVA COMERCIO E SERVIÇOS - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.44081,-36.89366,ASSU,53227,2400208,2021-07-23 19:06:31
PAVIMENTAÇÃO NA ZONA RURAL DE ASSU LOTE 02,346.005.2021,399834.04,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,S. B. DA SILVA COMERCIO E SERVIÇOS - ME,PAVIMENTAÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.44947,-36.89618,ASSU,53227,2400208,2021-07-23 19:06:31
"PAVIMENTAÇÃO RUA JOAQUIM HONORIO, DOM ELIZEU",346.006.2021,314862.53,PREFEITURA MUNICIPAL DE ASSU,ASSU,CADASTRADA,,CLPT CONSTRUTORA EIRELI - EPP,PAVIMENTAÇÃO ASFÁLTICA,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-5.5749,-36.92226,ASSU,53227,2400208,2021-07-23 19:06:31
"PAVIMENTAÇÃO URBANA NAS RUAS: SEBASTIÃO HENRIQUE; ADEMAR TAVEIRA DA SILVA E MANOEL GONÇALVES DE ALMEIDA, AMBAS LOCALIZADAS NO BAIRRO NOVO HORIZONTE NESTE MUNICIPIO DE ALEXANDRIA/RN, COM PARALELEPIPEDOS E DRENAGEM SUPERFICIAL.",,232137.04,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,PENDENTE DE ENVIO,,R & N EMPREENDIMENTOS IMOBILIARIOS E SERVICOS LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.40289,-38.0088,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"PAVIMENTAÇÃO URBANA NAS RUAS: SEBASTIÃO HENRIQUE; ADEMAR TAVEIRA DA SILVA E MANOEL GONÇALVES DE ALMEIDA, AMBAS LOCALIZADAS NO BAIRRO NOVO HORIZONTE NESTE MUNICIPIO DE ALEXANDRIA/RN, COM PARALELEPIPEDOS E DRENAGEM SUPERFICIAL.",339.001.2021,232137.04,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,R & N EMPREENDIMENTOS IMOBILIARIOS E SERVICOS LTDA,CONSTRUÇÃO,INFRAESTRUTURA E TRANSPORTE,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.40309,-38.00909,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DAS OBRAS: MODERNIZAÇÃO NO GINÁSIO POLIESPORTIVO PEDRO FERREIRA DE SOUSA ""O FERREIRÃO"" E MODERNIZAÇÃO DA QUADRA DESCOBERTA NO BAIRRO NOVO HORIZONTE.",339.002.2021,250582.35,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,M H F FREITAS EIRRELI - ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.40452,-38.00986,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DAS OBRAS: MODERNIZAÇÃO NO GINÁSIO POLIESPORTIVO PEDRO FERREIRA DE SOUSA ""O FERREIRÃO"" E MODERNIZAÇÃO DA QUADRA DESCOBERTA NO BAIRRO NOVO HORIZONTE.",339.002.2021,250582.35,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,ATRASADO COM RELAÇÃO AO CRONOGRAMA,M H F FREITAS EIRRELI - ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.3977,-38.0216,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
CONTRATAÇÃO DE PESSOA JURÍDICA DO RAMO PARA EXECUÇÃO DOS SERVIÇOS/OBRAS DE CONSTRUÇÃO PELO MÉTODO CONVENCIONAL DE 01(UMA) CRECHE PROINFÂNCIA DO TIPO 1,339.003.2021,2275440.74,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,,F A CONSTRUCOES E COMERCIO LTDA – EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,CRECHE,OBRA,EDUCAÇÃO E CULTURA,-6.40384,-38.00912,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DAS OBRAS DE: MODERNIZAÇÃO NO GINÁSIO POLIESPORTIVO PEDRO FERREIRA DE SOUSA “O FERREIRÃO” E MODERNIZAÇÃO DA QUADRA DESCOBERTA NO BAIRRO NOVO HORIZONTE, AMBOS NESTE MUNICÍPIO DE ALEXANDRIA/RN",339.004.2021,250582.35,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,,M H F FREITAS EIRRELI - ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.39779,-38.02165,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"CONSTRUÇÃO DE UM PÓLO DA ACADEMIA DA SAÚDE, NA MODALIDADE INTERMEDIÁRIA",339.008.2021,,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,CADASTRADA,,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO INDIRETA,PRAÇA,OBRA,ESPORTE E LAZER,-6.41438,-38.01085,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DAS OBRAS DE: MODERNIZAÇÃO NO GINÁSIO POLIESPORTIVO PEDRO FERREIRA DE SOUSA “O FERREIRÃO” E MODERNIZAÇÃO DA QUADRA DESCOBERTA NO BAIRRO NOVO HORIZONTE, AMBOS NESTE MUNICÍPIO DE ALEXANDRIA/RN",339.004.2021,250582.35,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,INICIADA,,M H F FREITAS EIRRELI - ME,OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.40453,-38.0099,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
"CONTRATAÇÃO DE PESSOA JURÍDICA DO RAMO DA CONSTRUÇÃO CIVIL EM REGIME DE EMPREITADA POR PREÇO GLOBAL, PARA PRESTAÇÃO DOS SERVIÇOS DE MODERNIZAÇÃO DO ESTÁDIO DE FUTEBOL DO MUNICÍPIO DE ALEXANDRIA/RN, ""O FERNANDÃO""",339.005.2021,658752.3,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,CADASTRADA,,"A & T CONSTRUÇÕES, COMERCIO E SERVIÇOS LTDA - EPP",OUTROS,OUTRO,EXECUÇÃO INDIRETA,UNIDADES ADMINISTRATIVAS,OBRA,PRÉDIOS PÚBLICOS,-6.41771,-38.01556,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO URBANA NAS RUAS: AV. PATRÍCIO NETO E RUAS ANTÔNIO CAETANO; FRANCISCO RAIMUNDO DE ALMEIDA; RAIMUNDA COSTA; ROSA MARIA DE OLIVEIRA E SEVERINO ANTÔNIO DE LIMA,339.006.2021,904456.59,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,CADASTRADA,,F A CONSTRUCOES E COMERCIO LTDA – EPP,OUTROS,OUTRO,EXECUÇÃO INDIRETA,VIA URBANA PAVIMENTADA,OBRA,ESTRADAS E RODOVIAS,-6.40172,-38.01965,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
CONSTRUÇÃO DE MELHORIAS SANITÁRIAS DOMICILIARES - MDS - CV 0660/17,339.010.2021,,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,CADASTRADA,,,CONSTRUÇÃO,MEIO AMBIENTE,EXECUÇÃO INDIRETA,MÓDULO SANITÁRIO,OBRA,SANEAMENTO BÁSICO,-6.41269,-38.01648,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
CONSTRUÇÃO DE MELHORIAS HABITACIONAIS PARA CONTROLE DE DOENÇA DE CHAGAS,339.007.2021,,PREFEITURA MUNICIPAL DE ALEXANDRIA,ALEXANDRIA,CADASTRADA,,,CONSTRUÇÃO,SAÚDE,EXECUÇÃO DIRETA,UNIDADES HABITACIONAIS,OBRA,HABITAÇÃO,-6.42401,-37.99706,ALEXANDRIA,13507,2400505,2021-07-23 19:06:31
